anon_customer,FirstPurchaseDate,Country,FirstPurchaseYear,FirstPurchaseMonth,FirstPurchaseYearMonth,Continent
Customer-183,2010-12-03 11:35:00,United Kingdom,2010,12,2010-12,Europe
Customer-1830,2011-03-17 17:26:00,United Kingdom,2011,3,2011-03,Europe
Customer-1831,2011-03-17 18:59:00,United Kingdom,2011,3,2011-03,Europe
Customer-1832,2011-03-17 19:47:00,United Kingdom,2011,3,2011-03,Europe
Customer-1833,2011-03-17 20:12:00,United Kingdom,2011,3,2011-03,Europe
Customer-1834,2011-03-18 08:12:00,United Kingdom,2011,3,2011-03,Europe
Customer-1835,2011-03-18 08:31:00,United Kingdom,2011,3,2011-03,Europe
Customer-1836,2011-03-18 09:59:00,United Kingdom,2011,3,2011-03,Europe
Customer-1837,2011-03-18 10:03:00,United Kingdom,2011,3,2011-03,Europe
Customer-1838,2011-03-18 10:06:00,United Kingdom,2011,3,2011-03,Europe
Customer-1839,2011-03-18 10:15:00,United Kingdom,2011,3,2011-03,Europe
Customer-184,2010-12-03 11:42:00,United Kingdom,2010,12,2010-12,Europe
Customer-1840,2011-03-18 11:24:00,United Kingdom,2011,3,2011-03,Europe
Customer-1841,2011-03-18 12:18:00,United Kingdom,2011,3,2011-03,Europe
Customer-1842,2011-03-18 12:18:00,United Kingdom,2011,3,2011-03,Europe
Customer-1843,2011-03-18 12:21:00,United Kingdom,2011,3,2011-03,Europe
Customer-1844,2011-03-18 12:26:00,United Kingdom,2011,3,2011-03,Europe
Customer-1845,2011-03-18 12:27:00,United Kingdom,2011,3,2011-03,Europe
Customer-1846,2011-03-18 12:35:00,United Kingdom,2011,3,2011-03,Europe
Customer-1847,2011-03-18 12:41:00,United Kingdom,2011,3,2011-03,Europe
Customer-1848,2011-03-18 12:59:00,United Kingdom,2011,3,2011-03,Europe
Customer-1849,2011-03-18 13:19:00,United Kingdom,2011,3,2011-03,Europe
Customer-185,2010-12-03 12:05:00,United Kingdom,2010,12,2010-12,Europe
Customer-1850,2011-03-18 13:25:00,United Kingdom,2011,3,2011-03,Europe
Customer-1851,2011-03-18 13:27:00,United Kingdom,2011,3,2011-03,Europe
Customer-1852,2011-03-18 13:32:00,United Kingdom,2011,3,2011-03,Europe
Customer-1853,2011-03-18 13:47:00,United Kingdom,2011,3,2011-03,Europe
Customer-1854,2011-03-18 14:02:00,United Kingdom,2011,3,2011-03,Europe
Customer-1855,2011-03-18 14:13:00,United Kingdom,2011,3,2011-03,Europe
Customer-1856,2011-03-18 14:53:00,United Kingdom,2011,3,2011-03,Europe
Customer-1857,2011-03-18 15:43:00,United Kingdom,2011,3,2011-03,Europe
Customer-1858,2011-03-18 17:07:00,United Kingdom,2011,3,2011-03,Europe
Customer-1859,2011-03-20 10:17:00,United Kingdom,2011,3,2011-03,Europe
Customer-186,2010-12-03 12:11:00,United Kingdom,2010,12,2010-12,Europe
Customer-1860,2011-03-20 10:51:00,United Kingdom,2011,3,2011-03,Europe
Customer-1861,2011-03-20 11:33:00,United Kingdom,2011,3,2011-03,Europe
Customer-1862,2011-03-20 11:56:00,United Kingdom,2011,3,2011-03,Europe
Customer-1863,2011-03-20 12:02:00,United Kingdom,2011,3,2011-03,Europe
Customer-1864,2011-03-20 12:06:00,United Kingdom,2011,3,2011-03,Europe
Customer-1865,2011-03-20 12:14:00,United Kingdom,2011,3,2011-03,Europe
Customer-1866,2011-03-20 12:44:00,United Kingdom,2011,3,2011-03,Europe
Customer-1867,2011-03-20 12:50:00,United Kingdom,2011,3,2011-03,Europe
Customer-1868,2011-03-20 13:21:00,Belgium,2011,3,2011-03,Europe
Customer-1869,2011-03-20 13:28:00,United Kingdom,2011,3,2011-03,Europe
Customer-187,2010-12-03 12:24:00,United Kingdom,2010,12,2010-12,Europe
Customer-1870,2011-03-20 13:38:00,United Kingdom,2011,3,2011-03,Europe
Customer-1871,2011-03-20 13:48:00,United Kingdom,2011,3,2011-03,Europe
Customer-1872,2011-03-20 14:01:00,United Kingdom,2011,3,2011-03,Europe
Customer-1873,2011-03-20 14:37:00,United Kingdom,2011,3,2011-03,Europe
Customer-1874,2011-03-20 14:38:00,United Kingdom,2011,3,2011-03,Europe
Customer-1875,2011-03-20 14:41:00,United Kingdom,2011,3,2011-03,Europe
Customer-1876,2011-03-20 15:02:00,United Kingdom,2011,3,2011-03,Europe
Customer-1877,2011-03-20 15:06:00,United Kingdom,2011,3,2011-03,Europe
Customer-1878,2011-03-20 15:07:00,United Kingdom,2011,3,2011-03,Europe
Customer-1879,2011-03-20 15:21:00,United Kingdom,2011,3,2011-03,Europe
Customer-188,2010-12-03 12:28:00,United Kingdom,2010,12,2010-12,Europe
Customer-1880,2011-03-20 16:02:00,United Kingdom,2011,3,2011-03,Europe
Customer-1881,2011-03-21 08:18:00,United Kingdom,2011,3,2011-03,Europe
Customer-1882,2011-03-21 08:20:00,United Kingdom,2011,3,2011-03,Europe
Customer-1883,2011-03-21 08:39:00,United Kingdom,2011,3,2011-03,Europe
Customer-1884,2011-03-21 09:13:00,United Kingdom,2011,3,2011-03,Europe
Customer-1885,2011-03-21 10:13:00,United Kingdom,2011,3,2011-03,Europe
Customer-1886,2011-03-21 10:30:00,United Kingdom,2011,3,2011-03,Europe
Customer-1887,2011-03-21 10:41:00,United Kingdom,2011,3,2011-03,Europe
Customer-1888,2011-03-21 11:52:00,United Kingdom,2011,3,2011-03,Europe
Customer-1889,2011-03-21 12:32:00,United Kingdom,2011,3,2011-03,Europe
Customer-189,2010-12-03 12:43:00,United Kingdom,2010,12,2010-12,Europe
Customer-1890,2011-03-21 12:42:00,United Kingdom,2011,3,2011-03,Europe
Customer-1891,2011-03-21 13:01:00,United Kingdom,2011,3,2011-03,Europe
Customer-1892,2011-03-21 14:25:00,United Kingdom,2011,3,2011-03,Europe
Customer-1893,2011-03-21 15:06:00,United Kingdom,2011,3,2011-03,Europe
Customer-1894,2011-03-21 16:20:00,United Kingdom,2011,3,2011-03,Europe
Customer-1895,2011-03-22 08:49:00,United Kingdom,2011,3,2011-03,Europe
Customer-1896,2011-03-22 10:13:00,United Kingdom,2011,3,2011-03,Europe
Customer-1897,2011-03-22 11:53:00,United Kingdom,2011,3,2011-03,Europe
Customer-1898,2011-03-22 12:02:00,United Kingdom,2011,3,2011-03,Europe
Customer-1899,2011-03-22 12:05:00,United Kingdom,2011,3,2011-03,Europe
Customer-19,2010-12-01 11:29:00,United Kingdom,2010,12,2010-12,Europe
Customer-190,2010-12-03 12:48:00,United Kingdom,2010,12,2010-12,Europe
Customer-1900,2011-03-22 12:30:00,United Kingdom,2011,3,2011-03,Europe
Customer-1901,2011-03-22 13:02:00,United Kingdom,2011,3,2011-03,Europe
Customer-1902,2011-03-22 13:11:00,United Kingdom,2011,3,2011-03,Europe
Customer-1903,2011-03-22 13:32:00,United Kingdom,2011,3,2011-03,Europe
Customer-1904,2011-03-22 13:38:00,United Kingdom,2011,3,2011-03,Europe
Customer-1905,2011-03-22 13:46:00,United Kingdom,2011,3,2011-03,Europe
Customer-1906,2011-03-22 14:24:00,United Kingdom,2011,3,2011-03,Europe
Customer-1907,2011-03-22 15:20:00,United Kingdom,2011,3,2011-03,Europe
Customer-1908,2011-03-22 15:31:00,United Kingdom,2011,3,2011-03,Europe
Customer-1909,2011-03-22 15:42:00,Germany,2011,3,2011-03,Europe
Customer-191,2010-12-03 13:40:00,Poland,2010,12,2010-12,Europe
Customer-1910,2011-03-22 16:08:00,United Kingdom,2011,3,2011-03,Europe
Customer-1911,2011-03-23 09:42:00,Belgium,2011,3,2011-03,Europe
Customer-1912,2011-03-23 09:54:00,United Kingdom,2011,3,2011-03,Europe
Customer-1913,2011-03-23 10:15:00,United Kingdom,2011,3,2011-03,Europe
Customer-1914,2011-03-23 10:25:00,United Kingdom,2011,3,2011-03,Europe
Customer-1915,2011-03-23 10:43:00,United Kingdom,2011,3,2011-03,Europe
Customer-1916,2011-03-23 10:51:00,United Kingdom,2011,3,2011-03,Europe
Customer-1917,2011-03-23 11:30:00,United Kingdom,2011,3,2011-03,Europe
Customer-1918,2011-03-23 12:05:00,United Kingdom,2011,3,2011-03,Europe
Customer-1919,2011-03-23 12:06:00,France,2011,3,2011-03,Europe
Customer-192,2010-12-03 13:42:00,United Kingdom,2010,12,2010-12,Europe
Customer-1920,2011-03-23 12:06:00,Austria,2011,3,2011-03,Europe
Customer-1921,2011-03-23 12:08:00,United Kingdom,2011,3,2011-03,Europe
Customer-1922,2011-03-23 12:15:00,United Kingdom,2011,3,2011-03,Europe
Customer-1923,2011-03-23 12:44:00,United Kingdom,2011,3,2011-03,Europe
Customer-1924,2011-03-23 13:39:00,United Kingdom,2011,3,2011-03,Europe
Customer-1925,2011-03-23 13:42:00,United Kingdom,2011,3,2011-03,Europe
Customer-1926,2011-03-23 13:44:00,United Kingdom,2011,3,2011-03,Europe
Customer-1927,2011-03-23 14:00:00,United Kingdom,2011,3,2011-03,Europe
Customer-1928,2011-03-23 14:55:00,France,2011,3,2011-03,Europe
Customer-1929,2011-03-23 15:37:00,United Kingdom,2011,3,2011-03,Europe
Customer-193,2010-12-03 13:43:00,United Kingdom,2010,12,2010-12,Europe
Customer-1930,2011-03-23 16:35:00,United Kingdom,2011,3,2011-03,Europe
Customer-1931,2011-03-23 16:45:00,United Kingdom,2011,3,2011-03,Europe
Customer-1932,2011-03-24 08:44:00,United Kingdom,2011,3,2011-03,Europe
Customer-1933,2011-03-24 08:56:00,United Kingdom,2011,3,2011-03,Europe
Customer-1934,2011-03-24 09:21:00,United Kingdom,2011,3,2011-03,Europe
Customer-1935,2011-03-24 09:44:00,United Kingdom,2011,3,2011-03,Europe
Customer-1936,2011-03-24 09:50:00,United Kingdom,2011,3,2011-03,Europe
Customer-1937,2011-03-24 10:03:00,United Kingdom,2011,3,2011-03,Europe
Customer-1938,2011-03-24 10:37:00,United Kingdom,2011,3,2011-03,Europe
Customer-1939,2011-03-24 11:34:00,United Kingdom,2011,3,2011-03,Europe
Customer-194,2010-12-03 13:59:00,France,2010,12,2010-12,Europe
Customer-1940,2011-03-24 11:38:00,United Kingdom,2011,3,2011-03,Europe
Customer-1941,2011-03-24 13:04:00,United Kingdom,2011,3,2011-03,Europe
Customer-1942,2011-03-24 13:05:00,Australia,2011,3,2011-03,Oceania
Customer-1943,2011-03-24 13:16:00,United Kingdom,2011,3,2011-03,Europe
Customer-1944,2011-03-24 13:23:00,United Kingdom,2011,3,2011-03,Europe
Customer-1945,2011-03-24 13:41:00,United Kingdom,2011,3,2011-03,Europe
Customer-1946,2011-03-24 13:54:00,United Kingdom,2011,3,2011-03,Europe
Customer-1947,2011-03-24 14:46:00,Belgium,2011,3,2011-03,Europe
Customer-1948,2011-03-24 14:55:00,United Kingdom,2011,3,2011-03,Europe
Customer-1949,2011-03-24 15:12:00,United Kingdom,2011,3,2011-03,Europe
Customer-195,2010-12-03 14:18:00,United Kingdom,2010,12,2010-12,Europe
Customer-1950,2011-03-24 16:23:00,United Kingdom,2011,3,2011-03,Europe
Customer-1951,2011-03-25 08:43:00,United Kingdom,2011,3,2011-03,Europe
Customer-1952,2011-03-25 11:31:00,United Kingdom,2011,3,2011-03,Europe
Customer-1953,2011-03-25 11:34:00,United Kingdom,2011,3,2011-03,Europe
Customer-1954,2011-03-25 11:57:00,United Kingdom,2011,3,2011-03,Europe
Customer-1955,2011-03-25 12:04:00,Spain,2011,3,2011-03,Europe
Customer-1956,2011-03-25 12:10:00,United Kingdom,2011,3,2011-03,Europe
Customer-1957,2011-03-25 12:21:00,United Kingdom,2011,3,2011-03,Europe
Customer-1958,2011-03-25 13:23:00,United Kingdom,2011,3,2011-03,Europe
Customer-1959,2011-03-25 14:34:00,United Kingdom,2011,3,2011-03,Europe
Customer-196,2010-12-03 14:18:00,United Kingdom,2010,12,2010-12,Europe
Customer-1960,2011-03-25 14:46:00,United Kingdom,2011,3,2011-03,Europe
Customer-1961,2011-03-25 15:08:00,United Kingdom,2011,3,2011-03,Europe
Customer-1962,2011-03-25 17:34:00,United Kingdom,2011,3,2011-03,Europe
Customer-1963,2011-03-27 10:16:00,United Kingdom,2011,3,2011-03,Europe
Customer-1964,2011-03-27 11:22:00,United Kingdom,2011,3,2011-03,Europe
Customer-1965,2011-03-27 11:44:00,United Kingdom,2011,3,2011-03,Europe
Customer-1966,2011-03-27 12:21:00,United Kingdom,2011,3,2011-03,Europe
Customer-1967,2011-03-27 13:56:00,United Kingdom,2011,3,2011-03,Europe
Customer-1968,2011-03-27 14:34:00,United Kingdom,2011,3,2011-03,Europe
Customer-1969,2011-03-27 15:39:00,United Kingdom,2011,3,2011-03,Europe
Customer-197,2010-12-03 14:26:00,United Kingdom,2010,12,2010-12,Europe
Customer-1970,2011-03-28 09:07:00,United Kingdom,2011,3,2011-03,Europe
Customer-1971,2011-03-28 09:30:00,United Kingdom,2011,3,2011-03,Europe
Customer-1972,2011-03-28 10:14:00,United Kingdom,2011,3,2011-03,Europe
Customer-1973,2011-03-28 10:15:00,France,2011,3,2011-03,Europe
Customer-1974,2011-03-28 11:36:00,Portugal,2011,3,2011-03,Europe
Customer-1975,2011-03-28 11:58:00,United Kingdom,2011,3,2011-03,Europe
Customer-1976,2011-03-28 12:18:00,United Kingdom,2011,3,2011-03,Europe
Customer-1977,2011-03-28 12:27:00,United Kingdom,2011,3,2011-03,Europe
Customer-1978,2011-03-28 12:49:00,United Kingdom,2011,3,2011-03,Europe
Customer-1979,2011-03-28 12:52:00,United Kingdom,2011,3,2011-03,Europe
Customer-198,2010-12-03 14:30:00,Germany,2010,12,2010-12,Europe
Customer-1980,2011-03-28 13:32:00,United Kingdom,2011,3,2011-03,Europe
Customer-1981,2011-03-28 13:39:00,United Kingdom,2011,3,2011-03,Europe
Customer-1982,2011-03-28 14:27:00,United Kingdom,2011,3,2011-03,Europe
Customer-1983,2011-03-28 14:57:00,United Kingdom,2011,3,2011-03,Europe
Customer-1984,2011-03-28 14:59:00,United Kingdom,2011,3,2011-03,Europe
Customer-1985,2011-03-28 15:10:00,United Kingdom,2011,3,2011-03,Europe
Customer-1986,2011-03-28 15:42:00,United Kingdom,2011,3,2011-03,Europe
Customer-1987,2011-03-29 08:46:00,United Kingdom,2011,3,2011-03,Europe
Customer-1988,2011-03-29 10:49:00,United Kingdom,2011,3,2011-03,Europe
Customer-1989,2011-03-29 11:25:00,United Kingdom,2011,3,2011-03,Europe
Customer-199,2010-12-03 14:40:00,United Kingdom,2010,12,2010-12,Europe
Customer-1990,2011-03-29 11:29:00,United Kingdom,2011,3,2011-03,Europe
Customer-1991,2011-03-29 12:01:00,United Kingdom,2011,3,2011-03,Europe
Customer-1992,2011-03-29 12:31:00,United Kingdom,2011,3,2011-03,Europe
Customer-1993,2011-03-29 12:57:00,United Kingdom,2011,3,2011-03,Europe
Customer-1994,2011-03-29 13:04:00,United Kingdom,2011,3,2011-03,Europe
Customer-1995,2011-03-29 13:28:00,United Kingdom,2011,3,2011-03,Europe
Customer-1996,2011-03-29 13:33:00,United Kingdom,2011,3,2011-03,Europe
Customer-1997,2011-03-29 14:20:00,United Kingdom,2011,3,2011-03,Europe
Customer-1998,2011-03-29 14:31:00,United Kingdom,2011,3,2011-03,Europe
Customer-1999,2011-03-29 15:53:00,United Kingdom,2011,3,2011-03,Europe
Customer-2,2010-12-01 08:34:00,United Kingdom,2010,12,2010-12,Europe
Customer-20,2010-12-01 11:41:00,United Kingdom,2010,12,2010-12,Europe
Customer-200,2010-12-03 14:40:00,United Kingdom,2010,12,2010-12,Europe
Customer-2000,2011-03-30 09:12:00,Switzerland,2011,3,2011-03,Europe
Customer-2001,2011-03-30 09:15:00,United Kingdom,2011,3,2011-03,Europe
Customer-2002,2011-03-30 09:17:00,United Kingdom,2011,3,2011-03,Europe
Customer-2003,2011-03-30 09:19:00,United Kingdom,2011,3,2011-03,Europe
Customer-2004,2011-03-30 10:32:00,United Kingdom,2011,3,2011-03,Europe
Customer-2005,2011-03-30 10:50:00,United Kingdom,2011,3,2011-03,Europe
Customer-2006,2011-03-30 11:48:00,United Kingdom,2011,3,2011-03,Europe
Customer-2007,2011-03-30 12:02:00,United Kingdom,2011,3,2011-03,Europe
Customer-2008,2011-03-30 13:00:00,United Kingdom,2011,3,2011-03,Europe
Customer-2009,2011-03-30 13:01:00,United Kingdom,2011,3,2011-03,Europe
Customer-201,2010-12-03 14:54:00,United Kingdom,2010,12,2010-12,Europe
Customer-2010,2011-03-30 13:05:00,United Kingdom,2011,3,2011-03,Europe
Customer-2011,2011-03-30 13:14:00,United Kingdom,2011,3,2011-03,Europe
Customer-2012,2011-03-30 13:39:00,United Kingdom,2011,3,2011-03,Europe
Customer-2013,2011-03-30 13:56:00,United Kingdom,2011,3,2011-03,Europe
Customer-2014,2011-03-30 13:57:00,United Kingdom,2011,3,2011-03,Europe
Customer-2015,2011-03-30 15:05:00,United Kingdom,2011,3,2011-03,Europe
Customer-2016,2011-03-30 15:29:00,United Kingdom,2011,3,2011-03,Europe
Customer-2017,2011-03-30 15:31:00,United Kingdom,2011,3,2011-03,Europe
Customer-2018,2011-03-30 15:38:00,United Kingdom,2011,3,2011-03,Europe
Customer-2019,2011-03-30 16:14:00,United Kingdom,2011,3,2011-03,Europe
Customer-202,2010-12-03 15:05:00,United Kingdom,2010,12,2010-12,Europe
Customer-2020,2011-03-31 09:38:00,United Kingdom,2011,3,2011-03,Europe
Customer-2021,2011-03-31 09:48:00,United Kingdom,2011,3,2011-03,Europe
Customer-2022,2011-03-31 10:26:00,United Kingdom,2011,3,2011-03,Europe
Customer-2023,2011-03-31 11:37:00,United Kingdom,2011,3,2011-03,Europe
Customer-2024,2011-03-31 11:49:00,United Kingdom,2011,3,2011-03,Europe
Customer-2025,2011-03-31 11:57:00,United Kingdom,2011,3,2011-03,Europe
Customer-2026,2011-03-31 12:19:00,United Kingdom,2011,3,2011-03,Europe
Customer-2027,2011-03-31 12:28:00,United Kingdom,2011,3,2011-03,Europe
Customer-2028,2011-03-31 12:43:00,United Kingdom,2011,3,2011-03,Europe
Customer-2029,2011-03-31 12:51:00,United Kingdom,2011,3,2011-03,Europe
Customer-203,2010-12-03 15:14:00,Portugal,2010,12,2010-12,Europe
Customer-2030,2011-03-31 13:10:00,Germany,2011,3,2011-03,Europe
Customer-2031,2011-03-31 13:46:00,United Kingdom,2011,3,2011-03,Europe
Customer-2032,2011-03-31 14:47:00,United Kingdom,2011,3,2011-03,Europe
Customer-2033,2011-03-31 17:17:00,United Kingdom,2011,3,2011-03,Europe
Customer-2034,2011-03-31 17:59:00,United Kingdom,2011,3,2011-03,Europe
Customer-2035,2011-03-31 18:05:00,United Kingdom,2011,3,2011-03,Europe
Customer-2036,2011-03-31 19:42:00,United Kingdom,2011,3,2011-03,Europe
Customer-2037,2011-04-01 08:56:00,United Kingdom,2011,4,2011-04,Europe
Customer-2038,2011-04-01 10:05:00,United Kingdom,2011,4,2011-04,Europe
Customer-2039,2011-04-01 10:11:00,United Kingdom,2011,4,2011-04,Europe
Customer-204,2010-12-03 15:19:00,United Kingdom,2010,12,2010-12,Europe
Customer-2040,2011-04-01 10:23:00,United Kingdom,2011,4,2011-04,Europe
Customer-2041,2011-04-01 11:20:00,United Kingdom,2011,4,2011-04,Europe
Customer-2042,2011-04-01 11:48:00,United Kingdom,2011,4,2011-04,Europe
Customer-2043,2011-04-01 11:54:00,United Kingdom,2011,4,2011-04,Europe
Customer-2044,2011-04-01 12:25:00,United Kingdom,2011,4,2011-04,Europe
Customer-2045,2011-04-01 13:20:00,United Kingdom,2011,4,2011-04,Europe
Customer-2046,2011-04-01 13:22:00,United Kingdom,2011,4,2011-04,Europe
Customer-2047,2011-04-01 13:47:00,Germany,2011,4,2011-04,Europe
Customer-2048,2011-04-01 14:24:00,United Kingdom,2011,4,2011-04,Europe
Customer-2049,2011-04-01 15:03:00,United Kingdom,2011,4,2011-04,Europe
Customer-205,2010-12-03 15:25:00,United Kingdom,2010,12,2010-12,Europe
Customer-2050,2011-04-03 12:08:00,United Kingdom,2011,4,2011-04,Europe
Customer-2051,2011-04-03 15:22:00,United Kingdom,2011,4,2011-04,Europe
Customer-2052,2011-04-03 15:50:00,United Kingdom,2011,4,2011-04,Europe
Customer-2053,2011-04-04 10:11:00,United Kingdom,2011,4,2011-04,Europe
Customer-2054,2011-04-04 10:16:00,United Kingdom,2011,4,2011-04,Europe
Customer-2055,2011-04-04 10:29:00,United Kingdom,2011,4,2011-04,Europe
Customer-2056,2011-04-04 10:40:00,United Kingdom,2011,4,2011-04,Europe
Customer-2057,2011-04-04 12:00:00,United Kingdom,2011,4,2011-04,Europe
Customer-2058,2011-04-04 12:17:00,United Kingdom,2011,4,2011-04,Europe
Customer-2059,2011-04-04 12:34:00,United Kingdom,2011,4,2011-04,Europe
Customer-206,2010-12-03 15:45:00,Italy,2010,12,2010-12,Europe
Customer-2060,2011-04-04 12:37:00,United Kingdom,2011,4,2011-04,Europe
Customer-2061,2011-04-04 12:44:00,United Kingdom,2011,4,2011-04,Europe
Customer-2062,2011-04-04 13:42:00,United Kingdom,2011,4,2011-04,Europe
Customer-2063,2011-04-04 14:00:00,United Kingdom,2011,4,2011-04,Europe
Customer-2064,2011-04-04 14:09:00,United Kingdom,2011,4,2011-04,Europe
Customer-2065,2011-04-04 14:17:00,United Kingdom,2011,4,2011-04,Europe
Customer-2066,2011-04-04 14:28:00,United Kingdom,2011,4,2011-04,Europe
Customer-2067,2011-04-05 09:32:00,United Kingdom,2011,4,2011-04,Europe
Customer-2068,2011-04-05 10:13:00,United Kingdom,2011,4,2011-04,Europe
Customer-2069,2011-04-05 12:30:00,United Kingdom,2011,4,2011-04,Europe
Customer-207,2010-12-03 16:02:00,United Kingdom,2010,12,2010-12,Europe
Customer-2070,2011-04-05 12:37:00,United Kingdom,2011,4,2011-04,Europe
Customer-2071,2011-04-05 12:50:00,United Kingdom,2011,4,2011-04,Europe
Customer-2072,2011-04-05 13:42:00,United Kingdom,2011,4,2011-04,Europe
Customer-2073,2011-04-05 15:12:00,United Kingdom,2011,4,2011-04,Europe
Customer-2074,2011-04-05 15:20:00,United Kingdom,2011,4,2011-04,Europe
Customer-2075,2011-04-05 15:20:00,United Kingdom,2011,4,2011-04,Europe
Customer-2076,2011-04-05 15:21:00,United Kingdom,2011,4,2011-04,Europe
Customer-2077,2011-04-05 16:42:00,United Kingdom,2011,4,2011-04,Europe
Customer-2078,2011-04-06 10:07:00,United Kingdom,2011,4,2011-04,Europe
Customer-2079,2011-04-06 10:20:00,United Kingdom,2011,4,2011-04,Europe
Customer-208,2010-12-03 16:35:00,Belgium,2010,12,2010-12,Europe
Customer-2080,2011-04-06 10:33:00,United Kingdom,2011,4,2011-04,Europe
Customer-2081,2011-04-06 10:40:00,United Kingdom,2011,4,2011-04,Europe
Customer-2082,2011-04-06 12:05:00,United Kingdom,2011,4,2011-04,Europe
Customer-2083,2011-04-06 13:33:00,United Kingdom,2011,4,2011-04,Europe
Customer-2084,2011-04-06 14:02:00,United Kingdom,2011,4,2011-04,Europe
Customer-2085,2011-04-06 14:13:00,United Kingdom,2011,4,2011-04,Europe
Customer-2086,2011-04-06 14:23:00,United Kingdom,2011,4,2011-04,Europe
Customer-2087,2011-04-06 14:23:00,United Kingdom,2011,4,2011-04,Europe
Customer-2088,2011-04-06 14:53:00,United Kingdom,2011,4,2011-04,Europe
Customer-2089,2011-04-06 15:47:00,United Kingdom,2011,4,2011-04,Europe
Customer-209,2010-12-03 16:44:00,United Kingdom,2010,12,2010-12,Europe
Customer-2090,2011-04-06 17:25:00,United Kingdom,2011,4,2011-04,Europe
Customer-2091,2011-04-07 09:35:00,United Kingdom,2011,4,2011-04,Europe
Customer-2092,2011-04-07 10:10:00,United Kingdom,2011,4,2011-04,Europe
Customer-2093,2011-04-07 10:13:00,United Kingdom,2011,4,2011-04,Europe
Customer-2094,2011-04-07 10:24:00,Germany,2011,4,2011-04,Europe
Customer-2095,2011-04-07 11:06:00,Italy,2011,4,2011-04,Europe
Customer-2096,2011-04-07 11:16:00,United Kingdom,2011,4,2011-04,Europe
Customer-2097,2011-04-07 11:29:00,United Kingdom,2011,4,2011-04,Europe
Customer-2098,2011-04-07 12:04:00,United Kingdom,2011,4,2011-04,Europe
Customer-2099,2011-04-07 12:04:00,United Kingdom,2011,4,2011-04,Europe
Customer-21,2010-12-01 11:45:00,United Kingdom,2010,12,2010-12,Europe
Customer-210,2010-12-03 17:20:00,United Kingdom,2010,12,2010-12,Europe
Customer-2100,2011-04-07 12:10:00,United Kingdom,2011,4,2011-04,Europe
Customer-2101,2011-04-07 12:23:00,United Kingdom,2011,4,2011-04,Europe
Customer-2102,2011-04-07 12:24:00,United Kingdom,2011,4,2011-04,Europe
Customer-2103,2011-04-07 12:33:00,United Kingdom,2011,4,2011-04,Europe
Customer-2104,2011-04-07 12:39:00,United Kingdom,2011,4,2011-04,Europe
Customer-2105,2011-04-07 13:11:00,United Kingdom,2011,4,2011-04,Europe
Customer-2106,2011-04-07 13:32:00,United Kingdom,2011,4,2011-04,Europe
Customer-2107,2011-04-07 13:45:00,United Kingdom,2011,4,2011-04,Europe
Customer-2108,2011-04-07 18:03:00,United Kingdom,2011,4,2011-04,Europe
Customer-2109,2011-04-07 19:05:00,United Kingdom,2011,4,2011-04,Europe
Customer-211,2010-12-03 17:28:00,United Kingdom,2010,12,2010-12,Europe
Customer-2110,2011-04-07 19:16:00,United Kingdom,2011,4,2011-04,Europe
Customer-2111,2011-04-08 07:37:00,United Kingdom,2011,4,2011-04,Europe
Customer-2112,2011-04-08 08:20:00,United Kingdom,2011,4,2011-04,Europe
Customer-2113,2011-04-08 08:24:00,United Kingdom,2011,4,2011-04,Europe
Customer-2114,2011-04-08 08:25:00,United Kingdom,2011,4,2011-04,Europe
Customer-2115,2011-04-08 08:27:00,United Kingdom,2011,4,2011-04,Europe
Customer-2116,2011-04-08 08:48:00,United Kingdom,2011,4,2011-04,Europe
Customer-2117,2011-04-08 09:08:00,United Kingdom,2011,4,2011-04,Europe
Customer-2118,2011-04-08 09:20:00,United Kingdom,2011,4,2011-04,Europe
Customer-2119,2011-04-08 09:25:00,United Kingdom,2011,4,2011-04,Europe
Customer-212,2010-12-05 10:03:00,United Kingdom,2010,12,2010-12,Europe
Customer-2120,2011-04-08 09:58:00,United Kingdom,2011,4,2011-04,Europe
Customer-2121,2011-04-08 10:09:00,United Kingdom,2011,4,2011-04,Europe
Customer-2122,2011-04-08 10:26:00,United Kingdom,2011,4,2011-04,Europe
Customer-2123,2011-04-08 10:32:00,Greece,2011,4,2011-04,Europe
Customer-2124,2011-04-08 11:21:00,United Kingdom,2011,4,2011-04,Europe
Customer-2125,2011-04-08 11:26:00,United Kingdom,2011,4,2011-04,Europe
Customer-2126,2011-04-08 11:28:00,United Kingdom,2011,4,2011-04,Europe
Customer-2127,2011-04-08 12:20:00,United Kingdom,2011,4,2011-04,Europe
Customer-2128,2011-04-08 12:42:00,United Kingdom,2011,4,2011-04,Europe
Customer-2129,2011-04-08 12:56:00,United Kingdom,2011,4,2011-04,Europe
Customer-213,2010-12-05 10:12:00,United Kingdom,2010,12,2010-12,Europe
Customer-2130,2011-04-08 13:14:00,United Kingdom,2011,4,2011-04,Europe
Customer-2131,2011-04-10 11:35:00,United Kingdom,2011,4,2011-04,Europe
Customer-2132,2011-04-10 11:58:00,United Kingdom,2011,4,2011-04,Europe
Customer-2133,2011-04-10 12:52:00,United Kingdom,2011,4,2011-04,Europe
Customer-2134,2011-04-10 13:25:00,Belgium,2011,4,2011-04,Europe
Customer-2135,2011-04-10 13:36:00,United Kingdom,2011,4,2011-04,Europe
Customer-2136,2011-04-10 13:48:00,United Kingdom,2011,4,2011-04,Europe
